529.4353,179.5043,383.2065,217.1668
517.9167,176.2545,382.2923,217.2095
506.3986,173.0060,381.3779,217.2511
494.8816,169.7565,380.4580,217.2917
483.3656,166.5068,379.5349,217.3312
471.8507,163.2569,378.6082,217.3695
460.3371,160.0068,377.6779,217.4066
448.8264,156.7565,376.7439,217.4425
437.3155,153.5060,375.8060,217.4771
425.8062,150.2553,374.8639,217.5102
414.2986,147.0044,373.9175,217.5420
402.7931,143.7532,372.9664,217.5722
391.2891,140.5017,372.0106,217.6009
379.7877,137.2499,371.0498,217.6279
368.2891,133.9977,370.0837,217.6531
356.7929,130.7451,369.1122,217.6764
345.2998,127.4920,368.1347,217.6986
333.8102,124.2386,367.1514,217.7178
322.3245,120.9847,366.1625,217.7348
310.8430,117.7304,365.1654,217.7495
299.3662,114.4753,364.1590,217.7621
287.8949,111.2194,363.1451,217.7710
276.4297,107.9626,362.1232,217.7779
264.9714,104.7047,361.0928,217.7820
253.5209,101.4461,360.0515,217.7825
242.0794,98.1853,358.9998,217.7795
230.6480,94.9225,357.9362,217.7729
219.2286,91.6572,356.8601,217.7614
207.8265,88.3871,355.7701,217.7458
196.4352,85.1143,354.6651,217.7252
185.0637,81.8368,353.5442,217.6995
173.7159,78.5537,352.4064,217.6643
162.3966,75.2659,351.2415,217.6243
151.1109,71.9661,350.0532,217.5765
139.8689,68.6565,348.8418,217.5199
128.6832,65.3364,347.5983,217.4533
117.5709,62.0054,346.3230,217.3751
106.5570,58.6651,345.0093,217.2837
95.6796,55.3203,343.6455,217.1766
85.0000,51.9818,342.2275,217.0504
74.6198,48.6706,340.7431,216.9017
64.7117,45.4235,339.1724,216.7250
55.5595,42.2990,337.4998,216.5122
47.5718,39.3800,335.6945,216.2527
41.1775,36.7666,333.6880,215.9297
36.5718,34.5528,331.4174,215.5141
33.5595,32.7945,328.7188,214.9464
31.7117,31.4892,325.2315,214.1054
30.6198,30.5834,319.8289,212.5838
30.0000,30.0000,30.0000,30.0000

